Project ID,Lake ID,Site,Date Sample ,Time Sample,Depth (m),temp,DO (mg/L),DO (%sat),SpCond (uS/cm),pH,ORP,PAR (uE/m2/s),Comments
15,CR,DeepHole,7/21/14,11:45,6,7.8,4.78,40.1,11.8,5.29,162.5,26
15,CR,DeepHole,7/21/14,11:45,6.5,7.1,3.78,31.2,12,5.3,157.1,19.6
15,CR,DeepHole,7/21/14,11:45,7,6.6,2.13,17.4,12.3,5.32,152.1,13.8
15,CR,DeepHole,7/21/14,11:45,7.5,6.3,1.82,14.9,12.5,5.41,141.9,
15,CR,DeepHole,7/21/14,11:45,8,6.1,1.47,11.9,12.7,5.45,138.4,
15,CR,DeepHole,7/21/14,11:45,9,5.8,0.9,7.1,13.1,5.48,135.7,
15,CR,DeepHole,7/21/14,11:45,10,5.7,0.78,6.4,13.2,5.5,133.7,
15,CR,DeepHole,7/21/14,11:45,11,5.6,0.88,7,13.2,5.54,131.6,,
15,CR,DeepHole,7/21/14,11:45,12,5.6,0.52,4.1,13.3,5.54,129.6,,
15,CR,DeepHole,7/21/14,11:45,13,5.5,0.46,3.5,13.4,5.56,129.2,,
15,CR,DeepHole,7/21/14,11:45,14,5.5,0.42,3.3,13.6,5.6,120.3,,
3,WL,DeepHole,7/23/14,9:15,0,22.4,6.87,78.4,10.5,7.11,66.8,371.1,Deck PAR 1212.2; cloudy; BC and SM
3,WL,DeepHole,7/23/14,9:15,0.25,,,,,,,242.1,
3,WL,DeepHole,7/23/14,9:15,0.5,22.4,6.61,77.2,10.6,6.99,68,185.06,
3,WL,DeepHole,7/23/14,9:15,0.75,,,,,,,109.77,
3,WL,DeepHole,7/23/14,9:15,1,22.3,6.62,73.8,10.5,6.61,81.1,80.87,
3,WL,DeepHole,7/23/14,9:15,1.5,22.2,5.69,65.2,10.6,6.4,86.9,45.68,
3,WL,DeepHole,7/23/14,9:15,2,21.3,5.71,63.2,10.6,6.2,101.3,44.08,
3,WL,DeepHole,7/23/14,9:15,2.5,18.9,6.41,70.1,10.6,5.79,118,27.46,
3,WL,DeepHole,7/23/14,9:15,3,15.6,11.28,114.3,10.8,5.7,136.5,19.16,
3,WL,DeepHole,7/23/14,9:15,3.5,12.2,11.53,107.2,11,5.8,132.8,13.87,
3,WL,DeepHole,7/23/14,9:15,4,9.6,7.65,64.1,11.9,5.74,129.6,11.42,
3,WL,DeepHole,7/23/14,9:15,4.5,7.5,2.63,19,12.5,5.7,118.1,6.23,
3,WL,DeepHole,7/23/14,9:15,5,6.3,0.66,5.1,12.3,5.72,108.7,4.56,
3,WL,DeepHole,7/23/14,9:15,5.5,5.5,0.57,4.4,14.5,5.84,91.1,2.09,
3,WL,DeepHole,7/23/14,9:15,6,5.1,0.57,4.5,15.8,5.93,90.1,1.27,
3,WL,DeepHole,7/23/14,9:15,6.5,4.8,0.58,4.6,16.4,6.08,59.7,0.7,
3,WL,DeepHole,7/23/14,9:15,7,4.6,0.51,4,16.8,6.19,38.7,,
3,WL,DeepHole,7/23/14,9:15,7.5,4.5,0.51,3.9,17,6.25,32.3,,
3,WL,DeepHole,7/23/14,9:15,8,4.4,0.5,3.9,17.2,6.26,30.3,,
3,WL,DeepHole,7/23/14,9:15,9,4.4,0.53,4.1,17.2,6.31,28.2,,
3,WL,DeepHole,7/23/14,9:15,10,4.4,0.72,5.5,17.3,6.38,25,,
3,WL,DeepHole,7/23/14,9:15,11,4.4,0.81,5.9,17.4,6.4,23.9,,
3,WL,DeepHole,7/23/14,9:15,12,4.4,0.8,6.1,17.8,6.37,25.8,,
3,WL,DeepHole,7/23/14,9:15,13,4.4,0.79,5.8,19.7,6.42,23.6,,
3,WL,DeepHole,7/23/14,9:15,14,4.4,0.71,5.4,20.7,6.47,20.3,,
3,EL,DeepHole,7/23/14,10:20,0,23.1,6.83,77.4,10.8,6.51,108.9,232.1,Deck PAR 405.8; sunny; BC and SM
3,EL,DeepHole,7/23/14,10:20,0.25,,,,,,,96.25,
3,EL,DeepHole,7/23/14,10:20,0.5,22.9,6.66,75.4,10.8,6.41,114.5,56.75,
3,EL,DeepHole,7/23/14,10:20,0.75,,,,,,124.9,31.09
3,EL,DeepHole,7/23/14,10:20,1,22.5,6.62,76.1,10.7,6.26,131,15.38
3,EL,DeepHole,7/23/14,10:20,1.5,22.4,6.54,74,10.8,6.12,146.4,6.7
3,EL,DeepHole,7/23/14,10:20,2,21.2,6.09,59.2,11.1,5.88,143.9,3.25
3,EL,DeepHole,7/23/14,10:20,2.5,19,3.87,26.5,12.5,6,146,1.54
3,EL,DeepHole,7/23/14,10:20,3,13.2,0.51,4.7,13.9,5.91,151.2,0.83
3,EL,DeepHole,7/23/14,10:20,3.5,9,0.78,6.6,13.6,5.82,153.7,0.37
3,EL,DeepHole,7/23/14,10:20,4,7.5,0.82,6.8,13.6,5.77,160,
3,EL,DeepHole,7/23/14,10:20,4.5,6.4,0.77,6.4,13.6,5.66,157.7,
3,EL,DeepHole,7/23/14,10:20,5,5.9,0.7,5.5,13.7,5.7,158.4,
3,EL,DeepHole,7/23/14,10:20,5.5,5.8,0.79,6.6,13.5,5.68,141.2,
3,EL,DeepHole,7/23/14,10:20,6,5.1,0.69,5.4,15,5.84,129.4,
3,EL,DeepHole,7/23/14,10:20,6.5,4.9,0.68,5.3,15.5,5.92,118.2,
3,EL,DeepHole,7/23/14,10:20,7,4.6,0.72,5.5,16.4,5.91,111.1,
3,EL,DeepHole,7/23/14,10:20,7.5,4.5,0.78,6,17.5,5.86,101,
3,EL,DeepHole,7/23/14,10:20,8,4.4,0.85,6.6,18.6,5.88,91.9,
3,EL,DeepHole,7/23/14,10:20,9,4.2,0.92,7.2,20.5,5.91,88.3,,
3,EL,DeepHole,7/23/14,10:20,10,4.1,0.94,7.2,21.7,5.88,82.5,,
3,EL,DeepHole,7/23/14,10:20,11,4.1,0.96,7.3,22,5.87,82.5,,
3,EL,DeepHole,7/23/14,10:20,12,4.1,0.97,7.5,24.7,5.88,79.7,,
3,EL,DeepHole,7/23/14,10:20,13,4.1,0.95,7.3,25.8,5.89,76.8,,
3,EL,DeepHole,7/23/14,10:20,14,4.1,0.84,6.4,26,6.61,79.9,,
15,MO,DeepHole,7/24/14,10:05,0,22,6.53,74.5,50.8,7.66,97.6,1200,"Deck PAR 2400; sunny, partly cloudy; BC and JZ"
15,MO,DeepHole,7/24/14,10:05,0.25,,,,,,,580,
15,MO,DeepHole,7/24/14,10:05,0.5,21.5,5.89,68,50.7,7.22,101.5,270,
15,MO,DeepHole,7/24/14,10:05,0.75,,,,,,,130,
15,MO,DeepHole,7/24/14,10:05,1,21.2,6.07,67.1,50.7,7.09,105.2,75,
15,MO,DeepHole,7/24/14,10:05,1.5,19.7,2.57,28.5,51.2,6.78,112.6,18,
15,MO,DeepHole,7/24/14,10:05,2,15.4,0.65,6.5,57.7,6.57,110.1,6.9,
15,MO,DeepHole,7/24/14,10:05,2.5,11.2,0.71,6.4,77.1,6.5,108.5,,
15,MO,DeepHole,7/24/14,10:05,3,8.1,0.82,6.9,99.1,6.44,44.2,,
15,MO,DeepHole,7/24/14,10:05,3.5,6.6,0.86,7,107.2,6.51,-23.9,,
15,MO,DeepHole,7/24/14,10:05,4,5.7,0.92,7.3,113.9,6.57,-35.5,,
15,MO,DeepHole,7/24/14,10:05,4.5,4.9,0.95,7.5,119.9,6.64,-43.8,,
15,MO,DeepHole,7/24/14,10:05,5,4.6,0.97,7.5,124.5,6.67,-44.9,,
15,MO,DeepHole,7/24/14,10:05,5.5,4.4,0.95,7.3,132.1,6.73,-46,,
15,MO,DeepHole,7/24/14,10:05,6,4.3,0.95,7.2,135.7,6.74,-46,,
15,MO,DeepHole,7/24/14,10:05,6.5,4.3,0.96,7.4,136.8,6.76,-45.3,,
15,MO,DeepHole,7/24/14,10:05,7,4.3,0.98,7.5,143,6.77,-43.8,,
17,BO,DeepHole,7/28/14,9:00,0,19.3,6.9,78.3,,,,445,"Deck PAR 871; mostly sunny, but a bit overcast; SE"
17,BO,DeepHole,7/28/14,9:00,0.25,,,,,,,41.8,
17,BO,DeepHole,7/28/14,9:00,0.5,19.3,6.34,72.2,,,,11.8,
17,BO,DeepHole,7/28/14,9:00,0.75,,,,,,,0.94,
17,BO,DeepHole,7/28/14,9:00,1,18.8,0.3,3.1,,,,,
17,BO,DeepHole,7/28/14,9:00,1.5,13.8,0.18,1.9,,,,,
17,BO,DeepHole,7/28/14,9:00,2,10.1,0.17,1.7,,,,,
17,BO,DeepHole,7/28/14,9:00,2.5,8,0.17,1.5,,,,,
17,BO,DeepHole,7/28/14,9:00,3,7,0.14,1.2,,,,,
17,BO,DeepHole,7/28/14,9:00,3.5,6.6,0.12,1.1,,,,,
17,NG,DeepHole,7/29/14,9:15,0,19.6,6.13,70,,,,588,Deck PAR 1015; partly cloudy; SE
17,NG,DeepHole,7/29/14,9:15,0.25,,,,,,,142,
17,NG,DeepHole,7/29/14,9:15,0.5,19.1,5.96,67.9,,,,66.1,
17,NG,DeepHole,7/29/14,9:15,0.75,,,,,,,29.9,
17,NG,DeepHole,7/29/14,9:15,1,17.7,0.47,5.2,,,,14.7,
17,NG,DeepHole,7/29/14,9:15,1.5,13.3,0.22,2.3,,,,1.5,
17,NG,DeepHole,7/29/14,9:15,2,9.5,0.16,1.5,,,,,
17,NG,DeepHole,7/29/14,9:15,2.5,7,0.15,1.4,,,,,
17,NG,DeepHole,7/29/14,9:15,3,5.3,0.15,1.2,,,,,
17,NG,DeepHole,7/29/14,9:15,3.5,4.7,0.11,0.9,,,,,
17,NG,DeepHole,7/29/14,9:15,4,4.3,0.11,0.9,,,,,
17,NG,DeepHole,7/29/14,9:15,4.5,4.2,0.11,0.9,,,,,
17,NG,DeepHole,7/29/14,9:15,5,4.2,0.1,0.8,,,,,
17,NG,DeepHole,7/29/14,9:15,5.5,4.2,0.1,0.8,,,,,
17,NG,DeepHole,7/29/14,9:15,6,4.2,0.09,0.7,,,,,
17,WA,DeepHole,7/29/14,10:45,0,21.4,7.36,87.7,,,,503.1,Deck PAR 1085; partly cloudy; SE
17,WA,DeepHole,7/29/14,10:45,0.25,,,,,,,298,
17,WA,DeepHole,7/29/14,10:45,0.5,21.3,7.2,85.6,,,,196.4,
17,WA,DeepHole,7/29/14,10:45,0.75,,,,,,,118.9,
17,WA,DeepHole,7/29/14,10:45,1,20.7,7.19,84.1,,,,101.6,
17,WA,DeepHole,7/29/14,10:45,1.5,19.4,8.3,95.6,,,,60.4,
17,WA,DeepHole,7/29/14,10:45,2,14.7,13.1,135.4,,,,31.7,
17,WA,DeepHole,7/29/14,10:45,2.5,10.9,0.5,4.5,,,,7.7,
17,WA,DeepHole,7/29/14,10:45,3,8.2,0.27,2.4,,,,1.3,
17,WA,DeepHole,7/29/14,10:45,3.5,6.7,0.22,1.9,,,,,
17,WA,DeepHole,7/29/14,10:45,4,6.1,0.16,1.3,,,,,
17,WA,DeepHole,7/29/14,10:45,4.5,5.8,0.14,1.2,,,,,
17,WA,DeepHole,7/29/14,10:45,5,5.7,0.14,1.2,,,,,
17,WA,DeepHole,7/29/14,10:45,5.5,5.5,0.12,1,,,,,
17,WA,DeepHole,7/29/14,10:45,6,5.5,0.11,0.9,,,,,
17,WA,DeepHole,7/29/14,10:45,6.5,5.4,0.11,0.9,,,,,
17,WA,DeepHole,7/29/14,10:45,7,5.4,0.1,0.9,,,,,
15,CR,DeepHole,7/29/14,11:35,0,21.9,8.64,98.5,10.2,5.37,131.3,1550,"Deck PAR 2400; mostly sunny; BC, JZ; WC inside comductivity=38.3(38.3), outside conductivity=10.3(10.3); outlet staff=3.2cm @ 12:20; staff=1.47ft @ 12:35"
15,CR,DeepHole,7/29/14,11:35,0.25,,,,,,,1300,
15,CR,DeepHole,7/29/14,11:35,0.5,21.8,7.99,91.2,10.2,5.55,120.4,850,
15,CR,DeepHole,7/29/14,11:35,0.75,,,,,,,730,
15,CR,DeepHole,7/29/14,11:35,1,21.5,7.58,86.5,10.2,5.54,119.6,600,
15,CR,DeepHole,7/29/14,11:35,1.5,21.4,7.75,87.6,10.2,5.54,118.9,420,
15,CR,DeepHole,7/29/14,11:35,2,21.4,7.92,89.3,10.2,5.55,118.7,345,
15,CR,DeepHole,7/29/14,11:35,2.5,21.4,7.73,87.3,10.2,5.55,118.1,250,
15,CR,DeepHole,7/29/14,11:35,3,21.1,7.41,83.3,10.2,5.51,119.4,185,
15,CR,DeepHole,7/29/14,11:35,3.5,20.5,7.78,85.4,10.4,5.44,122.6,140,
15,CR,DeepHole,7/29/14,11:35,4,18,9.1,95.5,10.6,5.41,127.8,98,
15,CR,DeepHole,7/29/14,11:35,4.5,14.5,10.96,106.3,10.9,5.48,129.7,60,
15,CR,DeepHole,7/29/14,11:35,5,11.1,9.7,88.1,11.3,5.54,128.8,46,
15,CR,DeepHole,7/29/14,11:35,5.5,9,6.75,57.3,11.8,5.67,126.7,35,
15,CR,DeepHole,7/29/14,11:35,6,8.1,4.81,40.7,12.1,5.71,126.2,25,
15,CR,DeepHole,7/29/14,11:35,6.5,7.4,3.14,26.3,12.3,5.84,145.3,18.5,
15,CR,DeepHole,7/29/14,11:35,7,6.8,2.24,17.8,12.5,5.86,148.9,12.2,
15,CR,DeepHole,7/29/14,11:35,7.5,6.4,2.23,18.1,12.6,5.88,151,,
15,CR,DeepHole,7/29/14,11:35,8,6.2,1.76,14.2,12.9,5.95,150.4,,
15,CR,DeepHole,7/29/14,11:35,9,6,1.65,13.2,13.1,5.98,151.9,,
15,CR,DeepHole,7/29/14,11:35,10,5.8,1.37,10.9,13.3,6.02,153.2,,
15,CR,DeepHole,7/29/14,11:35,11,5.7,1.49,11.8,13.3,6.07,152.6,,
15,CR,DeepHole,7/29/14,11:35,12,5.7,1.47,11.8,14.3,6.17,86,,
15,CR,DeepHole,7/29/14,11:35,13,5.7,1.5,11.9,14.1,6.28,73.5,,
15,CR,DeepHole,7/29/14,11:35,14,5.7,1.55,12.4,14.3,6.31,65.4,,
15,HB,DeepHole,7/29/14,8:50,0,19.7,5.55,61,14.5,6.09,173.6,700,"Deck PAR 1600; sunny; BC, jZ; staff gauge=2.65 @ 10:10"
15,HB,DeepHole,7/29/14,8:50,0.25,,,,,,,195,
15,HB,DeepHole,7/29/14,8:50,0.5,19.6,5.44,59.3,14.4,5.6,175.8,40,
15,HB,DeepHole,7/29/14,8:50,0.75,,,,,,,13,
15,HB,DeepHole,7/29/14,8:50,1,18.8,4.19,45.2,14.7,5.32,179,5.5,
15,HB,DeepHole,7/29/14,8:50,1.5,14,0.62,6.1,17.1,4.69,192.2,,
15,HB,DeepHole,7/29/14,8:50,2,11.4,0.83,7.6,18.1,4.75,187.6,,
15,HB,DeepHole,7/29/14,8:50,2.5,7.7,1.53,12.9,19.9,5.02,94.5,,
15,HB,DeepHole,7/29/14,8:50,3,5.9,1.6,12.8,19.7,5.25,72,,
15,HB,DeepHole,7/29/14,8:50,3.5,4.8,1.72,13.4,19.4,5.51,65.2,,
15,HB,DeepHole,7/29/14,8:50,4,4.4,1.83,14,21.4,5.69,53,,
15,HB,DeepHole,7/29/14,8:50,4.5,4.1,1.87,14.2,22.4,5.8,49.2,,
15,HB,DeepHole,7/29/14,8:50,5,4,1.89,14.4,23.4,5.92,45.9,,
15,HB,DeepHole,7/29/14,8:50,5.5,4,1.9,14.5,24.2,6.02,43,,
15,HB,DeepHole,7/29/14,8:50,6,4,1.91,14.7,25,6.06,41.3,,
15,HB,DeepHole,7/29/14,8:50,6.5,4.2,1.91,14.7,27.7,6.13,36.5,,
15,HB,DeepHole,7/29/14,8:50,7,4.3,1.93,14.8,32.6,6.19,31.6,,
19,RS,DeepHole,7/29/14,15:10,0,22.9,6.55,76.4,,5.95,,1257.8,"Deck PAR 2065.0; sunny; NC, JL; probe sensor malfunction for DO"
19,RS,DeepHole,7/29/14,15:10,0.25,,,,,,,449.4,
19,RS,DeepHole,7/29/14,15:10,0.5,22,6.32,71.5,,5.7,,171.57,
19,RS,DeepHole,7/29/14,15:10,0.75,,,,,,,66.14,
19,RS,DeepHole,7/29/14,15:10,1,20.1,5.45,59.9,,5.41,,30.28,
19,RS,DeepHole,7/29/14,15:10,1.5,19.4,4.4,47.3,,5.48,,7.33,
19,RS,DeepHole,7/29/14,15:10,2,16.8,1.41,14.5,,5.52,,1.8,
19,RS,DeepHole,7/29/14,15:10,2.5,12.6,1.96,18.3,,5.87,,0.68,
19,RS,DeepHole,7/29/14,15:10,3,9.7,2.51,22,,6.02,,0.37,
19,RS,DeepHole,7/29/14,15:10,3.5,8.5,2.77,23.6,,6.08,,0.21,
19,RS,DeepHole,7/29/14,15:10,4,6.8,3.02,26.2,,6.03,,0.07,
19,RS,DeepHole,7/29/14,15:10,4.5,6,3.39,27.2,,6.34,,,
19,RS,DeepHole,7/29/14,15:10,5,5.3,3.57,28.1,,6.51,,,
19,RS,DeepHole,7/29/14,15:10,5.5,5,3.62,28.3,,6.6,,,
19,RS,DeepHole,7/29/14,15:10,6,5,3.59,28,,6.65,,,
19,HE,DeepHole,7/29/14,16:10,0,24.5,7.74,91.4,,5.99,,752.9,"Deck PAR 1515; partly cloudy; JL, NC; probable sensor malfunction"
19,HE,DeepHole,7/29/14,16:10,0.25,,,,,,,50.62,
19,HE,DeepHole,7/29/14,16:10,0.5,20.1,6.53,71.5,,5.65,,7.41,
19,HE,DeepHole,7/29/14,16:10,0.75,,,,,,,0.78,
19,HE,DeepHole,7/29/14,16:10,1,18.6,3.86,41.5,,5.74,,0.1,
19,HE,DeepHole,7/29/14,16:10,1.5,16.1,3.79,38,,5.94,,0,
19,HE,DeepHole,7/29/14,16:10,2,12.9,4.53,43.6,,6.28
19,HE,DeepHole,7/29/14,16:10,2.5,1.1,6.55,58,,6.35
19,HE,DeepHole,7/29/14,16:10,3,7,8.36,69.1,,6.56
19,HE,DeepHole,7/29/14,16:10,3.5,5.7,8.9,71.1,,6.68
19,HE,DeepHole,7/29/14,16:10,4,5.1,8.4,66.1,,6.82
19,HE,DeepHole,7/29/14,16:10,4.5,4.8,7.7,60.1,,6.87
19,HE,DeepHole,7/29/14,16:10,5,4.6,7.67,59.5,,6.98
19,HE,DeepHole,7/29/14,16:10,5.5,4.5,7.59,58.8,,7.05
19,HE,DeepHole,7/29/14,16:10,6,4.4,7.51,58.1,,7.05
19,HE,DeepHole,7/29/14,16:10,6.5,4.3,7.46,57.5,,7.09
19,HE,DeepHole,7/29/14,16:10,7,4.3,7.36,56.6,,7.06
19,HE,DeepHole,7/29/14,16:10,7.5,4.3,7.21,55.6,,7.06
19,HE,DeepHole,7/29/14,16:10,8,4.3,7.16,55,,7.06
19,HE,DeepHole,7/29/14,16:10,9,4.2,7.07,55.1,,7.17
19,HE,DeepHole,7/29/14,16:10,10,4.2,7.12,54.7,,7.1
19,HE,DeepHole,7/29/14,16:10,11,4.2,7.04,54,,7.12
19,HE,DeepHole,7/30/14,11:20,0,22,6.1,74.1,,,,,"partly cloudy; JL, NC; re-doing weird DO readings from yesterday's sensor"
19,HE,DeepHole,7/30/14,11:20,0.25,,,,,,,,
19,HE,DeepHole,7/30/14,11:20,0.5,21.3,5.46,67.1,,,,,
19,HE,DeepHole,7/30/14,11:20,0.75,,,,,,,,
19,HE,DeepHole,7/30/14,11:20,1,18.9,2.06,23.5,,,,,
19,HE,DeepHole,7/30/14,11:20,1.5,16.5,0.2,2.3,,,,,
19,HE,DeepHole,7/30/14,11:20,2,13.4,0.18,1.8,,,,,
19,HE,DeepHole,7/30/14,11:20,2.5,10.8,0.84,8.4,,,,,
19,HE,DeepHole,7/30/14,11:20,3,8.5,1.71,15.5,,,,,
19,HE,DeepHole,7/30/14,11:20,3.5,6.9,1.88,16.2,,,,,
19,HE,DeepHole,7/30/14,11:20,4,5.9,1.65,14.1,,,,,
19,HE,DeepHole,7/30/14,11:20,4.5,5.3,0.85,7.2,,,,,
19,HE,DeepHole,7/30/14,11:20,5,4.9,0.17,1.5,,,,,
19,HE,DeepHole,7/30/14,11:20,5.5,4.7,0.15,1.3,,,,,
19,HE,DeepHole,7/30/14,11:20,6,4.6,0.15,1.2,,,,,
19,HE,DeepHole,7/30/14,11:20,6.5,4.5,0.15,1.2,,,,,
19,HE,DeepHole,7/30/14,11:20,7,4.4,0.14,1.2,,,,,
19,HE,DeepHole,7/30/14,11:20,7.5,4.4,0.14,1.2,,,,,
19,HE,DeepHole,7/30/14,11:20,8,4.4,0.14,1.2,,,,,
19,HE,DeepHole,7/30/14,11:20,8.5,4.4,0.14,1.1,,,,,
19,HE,DeepHole,7/30/14,11:20,9,4.4,0.13,1.1,,,,,
19,RS,DeepHole,7/30/14,10:50,0,21.9,5.87,71,,,,,"JL, NC; re-taking DO readings"
19,RS,DeepHole,7/30/14,10:50,0.25,,,,,,,,
19,RS,DeepHole,7/30/14,10:50,0.5,20.4,5.36,62.8,,,,,
19,RS,DeepHole,7/30/14,10:50,0.75,,,,,,,,
19,RS,DeepHole,7/30/14,10:50,1,19.9,5.25,61.4,,,,,
19,RS,DeepHole,7/30/14,10:50,1.5,19.8,4.49,52,,,,,
19,RS,DeepHole,7/30/14,10:50,2,18.1,0.19,2.2,,,,,
19,RS,DeepHole,7/30/14,10:50,2.5,14,0.15,1.6,,,,,
19,RS,DeepHole,7/30/14,10:50,3,10.7,0.14,1.4,,,,,
19,RS,DeepHole,7/30/14,10:50,3.5,8.5,0.15,1.3,,,,,
19,RS,DeepHole,7/30/14,10:50,4,7.2,0.16,1.4,,,,,
19,RS,DeepHole,7/30/14,10:50,4.5,6.6,0.13,1.1,,,,,
3,EL,DeepHole,7/30/14,11:00,0,21.7,6.75,77.1,11,,,1550,"Deck PAR 2080; sunny; JZ, BC; staff=2.43ft @ 12:30; inlet staff=0.9cm @ 12:25"
3,EL,DeepHole,7/30/14,11:00,0.25,,,,,,,830,
3,EL,DeepHole,7/30/14,11:00,0.5,21.6,6.59,74.6,11,,,440,
3,EL,DeepHole,7/30/14,11:00,0.75,,,,,,,180,
3,EL,DeepHole,7/30/14,11:00,1,21.3,6.79,76.1,10.9,,,70,
3,EL,DeepHole,7/30/14,11:00,1.5,20.9,6.67,74.7,11,,,30,
3,EL,DeepHole,7/30/14,11:00,2,19.8,4.93,53.8,11.5,,,15,
3,EL,DeepHole,7/30/14,11:00,2.5,16.4,1.81,18.6,14,,,,
3,EL,DeepHole,7/30/14,11:00,3,12.8,2.41,22.7,15.4,,,,
3,EL,DeepHole,7/30/14,11:00,3.5,9.7,3.09,27.1,14.4,,,,
3,EL,DeepHole,7/30/14,11:00,4,7.5,3.63,30.2,14,,,,
3,EL,DeepHole,7/30/14,11:00,4.5,6.5,3.88,31.4,14,,,,
3,EL,DeepHole,7/30/14,11:00,5,5.9,3.93,31.4,14.2,,,,
3,EL,DeepHole,7/30/14,11:00,5.5,5.5,4.02,31.9,14.3,,,,
3,EL,DeepHole,7/30/14,11:00,6,5.1,4.12,32.6,15.6,,,,
3,EL,DeepHole,7/30/14,11:00,6.5,4.8,4.19,32.5,16.8,,,,
3,EL,DeepHole,7/30/14,11:00,7,4.6,4.16,32.3,17.6,,,,
3,EL,DeepHole,7/30/14,11:00,7.5,4.5,4.17,32.4,18.3,,,,
3,EL,DeepHole,7/30/14,11:00,8,4.4,4.18,32.4,19.3,,,,
3,EL,DeepHole,7/30/14,11:00,9,4.2,4.22,32.5,20.7,,,,
3,EL,DeepHole,7/30/14,11:00,10,4.2,4.23,32.5,21.7,,,,
3,EL,DeepHole,7/30/14,11:00,11,4.1,4.27,32.5,22.2,,,,
3,EL,DeepHole,7/30/14,11:00,12,4.1,4.25,32.5,22.7,,,,
3,EL,DeepHole,7/30/14,11:00,13,4.1,4.23,32.4,23,,,,
3,EL,DeepHole,7/30/14,11:00,14,4.1,4.24,32.3,23.1,,,,
15,MO,DeepHole,7/31/14,8:40,0,20.9,7.37,82.6,50,7.85,-71,820,"Deck PAR 1730; sunny; BC, JZ; staff gauge=1.98ft @ 9:25; inlet 3 staff=3.3cm @ 9:30; inlet 1 staff=11.7cm @ 9:30; inlet 2 staff=1 5/8inches @ 9:55"
15,MO,DeepHole,7/31/14,8:40,0.25,,,,,,,320,
15,MO,DeepHole,7/31/14,8:40,0.5,20.7,1.08,78.7,50,7.79,-67.4,125,
15,MO,DeepHole,7/31/14,8:40,0.75,,,,,,,60,
15,MO,DeepHole,7/31/14,8:40,1,20.5,7.11,79,50.1,7.63,-57.5,32,
15,MO,DeepHole,7/31/14,8:40,1.5,19.5,4.28,45.1,50.6,7.47,-64.4,6.8,
15,MO,DeepHole,7/31/14,8:40,2,15.4,1.61,16.1,59.1,7.66,-117.7,,
15,MO,DeepHole,7/31/14,8:40,2.5,11.1,2.33,21.1,76.6,8.02,-134.9,,
15,MO,DeepHole,7/31/14,8:40,3,8.5,2.81,24.3,97.2,8.31,-141.8,,
15,MO,DeepHole,7/31/14,8:40,3.5,6.8,3.31,27.1,107.6,8.89,-210.7,,
15,MO,DeepHole,7/31/14,8:40,4,5.6,3.6,28.6,112.4,9.13,-211.4,,
15,MO,DeepHole,7/31/14,8:40,4.5,5.2,3.76,29.7,116.9,9.17,-206.3,,
15,MO,DeepHole,7/31/14,8:40,5,4.7,3.95,30.8,121.4,9.17,-200.5,,
15,MO,DeepHole,7/31/14,8:40,5.5,4.5,4,30.9,127,9.16,-195.9,,
15,MO,DeepHole,7/31/14,8:40,6,4.5,4.03,31.1,130,9.14,-194.2,,
15,MO,DeepHole,7/31/14,8:40,6.5,4.4,4.08,31.3,139.4,9.14,-192.2,,
15,MO,DeepHole,7/31/14,8:40,7,4.4,4.13,31.7,144.5,9.12,-189.4,,
17,CB,DeepHole,7/30/14,10:00,0,21.4,7.9,94.3,,,,802,Deck PAR 1450; sunny; SE
17,CB,DeepHole,7/30/14,10:00,0.25,,,,,,,250,
17,CB,DeepHole,7/30/14,10:00,0.5,21.3,7,83,,,,108.8,
17,CB,DeepHole,7/30/14,10:00,0.75,,,,,,,52.4,
17,CB,DeepHole,7/30/14,10:00,1,20.6,7.1,83.1,,,,44.3,
17,CB,DeepHole,7/30/14,10:00,1.5,17.5,0.51,4.7,,,,9.3,
17,CB,DeepHole,7/30/14,10:00,2,13.9,0.17,1.8,,,,4.2,
17,CB,DeepHole,7/30/14,10:00,2.5,10.3,0.13,1.2,,,,,
17,CB,DeepHole,7/30/14,10:00,3,8.1,0.13,1.1,,,,,
17,CB,DeepHole,7/30/14,10:00,3.5,6.4,0.13,1.1,,,,,
17,CB,DeepHole,7/30/14,10:00,4,5.5,0.13,1.1,,,,,
17,CB,DeepHole,7/30/14,10:00,4.5,5.2,0.12,1,,,,,
17,CB,DeepHole,7/30/14,10:00,5,4.7,0.11,0.9,,,,,
17,CB,DeepHole,7/30/14,10:00,5.5,4.6,0.1,0.8,,,,,
3,WL,DeepHole,7/30/14,9:05,0,21.2,6.23,70,11.5,6.7,144.1,1000,"Deck PAR 1660; sunny; JZ, BC; replicate day; staff gauge=2.13ft @ 12:15; pH and ORP are weird"
3,WL,DeepHole,7/30/14,9:05,0.25,,,,,,,700,
3,WL,DeepHole,7/30/14,9:05,0.5,21.2,6.07,68.3,10.9,6.43,150.2,400,
3,WL,DeepHole,7/30/14,9:05,0.75,,,,,,,315,
3,WL,DeepHole,7/30/14,9:05,1,21.2,6.21,69.5,11,6.4,147.6,200,
3,WL,DeepHole,7/30/14,9:05,1.5,21.2,6.11,67.9,11.2,6.36,148.3,110,
3,WL,DeepHole,7/30/14,9:05,2,21,5.99,67.1,11.1,6.38,150.6,65,
3,WL,DeepHole,7/30/14,9:05,2.5,19.6,5.73,62.2,11.1,6.21,167,35
3,WL,DeepHole,7/30/14,9:05,3,15.5,10.91,109.3,11.1,6.31,155.6,28
